content;score;value;target
Aman, cepat, terpercaya, & banyak pilihan. Serta termahal pula harganya. Hee;5;POSITIF;1
Cepet dalam mencari driver tp sayangnya kalo buka app nya suka lama munculnya;5;POSITIF;1
Sangat membantu dalam segala kebutuhan,banyak diskon nya,sangat menguntungkan;5;POSITIF;1
Baik.. Sangat membantu untuk perjalanan setiap berkunjung ke rumah orang tua..;5;POSITIF;1
tolonglah gojek, kalau mau upgrade ke gopay plus juga bisa pakai kartu pelajar, biar mudah untuk pelajar yang belum punya e-ktp?? supaya lebih mudah untuk transfer ke keluarga dan pembayaran transportasi umum ??;5;POSITIF;1
Sangat membantu memperlancar transfortasi/mempercepat pekerjaan...??;5;POSITIF;1
Baik, jujur, cepat juga, abnagnya ramah bagus si memang harus ranting 5.... Semoga aj dalam pemesanan berikutnya abangnya jujur, disiplin dan tepat???? tujuan;5;POSITIF;1
Apk bagus, mempermudah dalam pembayaran dan transportasi. Terimakasih gojek!;5;POSITIF;1
Semoga bisa cancel orderan karena kadang banyak driver yang tidak mau membantu mengantar sampai ke tujuan dan meminta uang lebih terimakasih;5;POSITIF;1
Bagus penjemputan tepat waktu dan diantar sampai tujuan personil sopan;5;POSITIF;1
Aplikasi gojek sangat membantu dan memudahkan pengguna dalam memenuhi kebutuhan transportasi & pemesanan makanan ??;5;POSITIF;1
Mantap, banyak promonya. Kurirnya ramah, tepat waktu.;5;POSITIF;1
Cepat,mengerti rute,kebersihan ok,ramah dan good joblh,semangat dan sukses;5;POSITIF;1
Gojek adalah aplikasi sangat membantu memberi pelayanan masyarakat. Masyarakat lbh terbantu u penuhi kebutuhan. Aplikasi ini sepertinya sdh menjadi kewajiban dimiliki oleh bnyk serta setiap orang. Saran kami agar aplikasi ini menjaga kewajaran harga tarif. Harga skrg, hemat sy relatif tinggi atau diatas kewajaran. Ini yg sy rasakan saat pesan makanan gojek. Tks Harga tarif relatif tinggi, membuka peluang kompetitor masuk dan mencoba serta pindah aplikasi lain.;5;POSITIF;1
Alhamdulillah kebanyakan driver sopan, tdk ugal2an dlm berkendara & baik. Cuma saat jam berangkat sekolah agak susah cari driver terdekat, tapi maklum sih jam sibuk. Tolong lebih banyakin diskon utk tarif konsumen..??????;5;POSITIF;1
Aplikasi yg gak prnah ngecewain gue...kmn pun dan kapan pun gue dgn mudah bisa order.;5;POSITIF;1
Drivenya ramah-ramah dan kenyamanannya sangat bagus????;5;POSITIF;1
Kalo lagi banyak promo seneng banget apalagi buat gofood hehe;5;POSITIF;1
Apknya mudah selain mendukung untuk bertransaksi, juga mendukung pemasanan makanan atau barang dan ojek online, tpi perlu di tingkatkan lagi ke akuratan maps nya;5;POSITIF;1
Sangat terbantu di saat kita membutuhkan pembelian baik makan, minuman maupun barang, dan lebih cepat, mudah, tidak ribet serta efisien;5;POSITIF;1
mantap ???? gojek skrg tambah maju, selain harga lebih murah dibanding yg sebelah tuh...skrg juga labcar smua apps nya. thx gojek. sukses terus ya ????;5;POSITIF;1
Ongkir perjalanan murah tapi aku berharap aja ongkir makanan mudah mudahan murah aja;5;POSITIF;1
Sangat membantu untuk pengiriman barang, tidak perlu pakai karyawan tetap, jadi lebih hemat;5;POSITIF;1
Padahal dah langanan tp gak dapat promo goride, ada tp gak bisa dipake alesan khusus versi 4.42 saya versi 4.54 koq dibeda2in iya ??, waktu sultan katanya diprioritasin tp susah dpt gojek klu hujan, padahal seribg pesan2 tp koq jd turun juragan.. hallo gojek tolong dong disesuaikan yg biasa pake am yg gak, malah yg gak pernah pake promonya ada semua.;5;POSITIF;1
Vouchernya kenapa ga bisa digabung lagi?? yg lain masih banyak yg bisa, ga fair dong. Penyakit iri dengki ku jadi kambuh klo liat org bisa double voucher;5;POSITIF;1
Ngirit tenaga, bisa pergi kapan saja, praktis, tidak kesasar;5;POSITIF;1
Sekarang pesan gofood, untuk maps nya tidak sesuai titik tujuan, jadi ngacoh;5;POSITIF;1
Gofood saya tidak sesuai pesanan.. Yg dateng nya ada kekurang, sudah sy email, dan sudah sy coba hubungi driver nya, tidak bisa.. Kenapa ketika ada masalah pada peaanan, respon dari gojek sangat lama Sedikit kecewa hari ini dengan gojek??;5;POSITIF;1
Enak pakai,sangat mudah untuk keadaan darurat.. Tapi kenapa gopaylater tdk bisa digunakan kembali huhu sedih T_T Dan juga voucher nya gabisa pake 2 sekaligusss??;5;POSITIF;1
Josss, Cuma Kudu Serius Seleksi Driver kadang ada yang gak sesuai aplikasi dan kadang ada yang seenaknya memberi pelayanan;5;POSITIF;1
Sangat membantu...super app. Sukses dan Lebih baik untuk masa depan.;5;POSITIF;1
Aplikasi mudah dipahami, sangat membantu, tambahin promo2nya ya ??;5;POSITIF;1
Sedikit ribet atau mungkin belum terbiasa untuk memesankan orang lain di tempat lain karena tidak semua spot jemput & antar ada opsinya. Tp...thx gojek sudah banyak membantu;5;POSITIF;1
Salah satu aplikasi fintech yang mudah digunakan, cepat, dan bisa transaksi di E commerce;5;POSITIF;1
Semua driver ramah.. mengarahkan jalan yg alternatif jika macet plus plus lah pokoknya;5;POSITIF;1
Driver ramah,tidak ngebut mengutamakan keselamatan penumpang.;5;POSITIF;1
Aplikasi yang sangat sangat membantu, tapi kurang pengenalan, jadi masyarakat kurang tahu, tau nya cuma aplikasi antar jemput dengan mobil motor doang, padahal lebih dari itu??;5;POSITIF;1
Harga murah...skrg lagi promo soalnya, cepat bangat dapat driver. Oke bangat....semoga berlanjut.;5;POSITIF;1
Terimakasih untuk semua fitur layanannya, diharapkan bisa lebih baik lagi dan lebih cepat dalam menanggapi laporan customer ????;5;POSITIF;1
Manstab mas dany driver go car. Org nya ramah dan tepat waktu. Sukses sllu mas. Sukses GOJEK INDONESIA;5;POSITIF;1
Aplikasi cukup informatif dan relatif mudah dipahami. Navigasi mudah. Untuk performa aplikasi saat sinyal lemah mungkin perlu ditingkatkan.;5;POSITIF;1
Mau kemana mana mudah, mau pesen makanan juga gampang..... Terimakasih GO-JEK;5;POSITIF;1
Sangat membantu jika kita bingung mo kemana dan mo makan menu apa.;5;POSITIF;1
Membantu transportasi pribadi dan keluarga dengan aman dan nyaman.;5;POSITIF;1
Aplikasi ini sangat membantu dikala butuh pengantaran saat di kota lain cukup sigap para driver nya dan bisa mencarikan jalan alternatif tercepat. Sukses terus buat gojek ??;5;POSITIF;1
Terima kasih Gojek, anda sangat membantu dalam mobilitas aktifitas manusia dan barang dengan cepat, tepat dan pelayanan yang baik.;5;POSITIF;1
Dari segi transportasi bagus, cuman kadang promo gak bisa di pake, baik mobil mau motor semua baik, driver nya ramah, Utk order food juga bagus, dan cepet, banyak promo nya Mksh gojek terus maju terus ditingkatkan pelayanan nya, Tuhan memberkati ???? Ke depan nya pasti lebih bagus lagi Thanks buat gopay ini sangat membantu banget;5;POSITIF;1
Sangat membantu saat belanja keperluan rumah tangga dan makanan, thanks ??;5;POSITIF;1
Smg kedepanny promony makin byk jd qt jg jd sering order sygnya skg promo ny sedikit dan ga bs pake 2 voucer sekaligus kaya dlu;5;POSITIF;1
Aplikasi ini sangat membantu sekali. Dimana urgent pun bisa teratasi entah igu go car maupun gojek sangat membntu terimakasih aplikasi nya dan anggotanya;5;POSITIF;1
Jam sibuk sering error app nya.tapi klo dah dapat driver jemputnya cepat.mantaf;5;POSITIF;1
Duduk manis dokumen sampai tujuan. Aman & cepat.;5;POSITIF;1
Dari awal pake sampe saat ini sih ga ada masalah. Mudah2n di tingkatkan lagi kualitasnya,;5;POSITIF;1
Sangat terbantu dg adanya aplikasi go food. Pesan makan jarak jauh utk orang tersayang pun bisaa;5;POSITIF;1
Aplikasi banyak fitur-fitur lengkap., dan mudah digunakan. Tapi, masih ada castumer yang belum paham menggunakan aplikasi yang sesuai dengan prosedurnya.;5;POSITIF;1
Aplikasi yang sangat membantu mempermudah mau kamana2 dan mau beli apa aja jadi lebih gampang.;5;POSITIF;1
Sangat membantu sekali. Dan drivernya ramah2 serta bisa mencarikan jalan alternatif tercepat utk sampai ke lokasi;5;POSITIF;1
Tolong di perhatikan drivernya, setiap saya order gocar jarak dekat nggak ada yang mau ambil ordernya, tapi kalau jarak jauh pasti langsung dapat driver, jadi harus gimana, masak kalau tujuanya dekat harus order yang lebih jauh, kan nggak masuk akal ...;5;POSITIF;1
Sangat membantu slalu beri kemakmuran drifer agar semangat membantu kami yg memerlukan mereka..;5;POSITIF;1
Sangat membantu sekali jika ingin berpergian jauh dan laper tengah mlm heheh;5;POSITIF;1
Sangat membantu, buat pengembang mungkin bisa aplikasi gojek versi harmony os nya... Itu akan sangat membantu;5;POSITIF;1
aplikasi yang sangat membantu, transportasi, makan, kuota semuanya ada disini (y) top!!!;5;POSITIF;1
Bagus sekali. Tapi untuk server tlong di tingkatkn lagi. Karena klau kondisi hujan agak lama dapat Drevirnya;5;POSITIF;1
gak ada komplain ke gojek tapi ini saya gak bisa ngatur pin gopay karna nomor yg saya pakai sudah lama mati, sisa wa nya aja, gimana biar bisa ngatur pin nya ini, tiap buka gojek tampilan kudu ngatur pin dulu ??, tolong dibantu agar kirim otp nya lewat WA saja bukan lewat SMS karna nomor nya sudah mati ??????;5;POSITIF;1
Email sy uda pernah sy gunakan di nomer lain dan nomernya uda gak sy pake lagi tpi emailnya tetep trus ane login ke apliasi pake nomer baru email yg sama gak bisa, ayolah bantu mudahkan urusan orang lain, uda gua cari cari diaplikasi tetep aja ga bisa uda gua email slow respon. Tolong bantu benahi;5;POSITIF;1
Menyenangkan banget semua fitur dan produk nya berfungsi dengan baik, dan mudah untuk dinikmati hasil kolaborasi nya ya benar benar menyeimbangkan pengguna terbagus sedunia, dan terimakasih atas perhatiannya dan Salam Hormat dan salam sukses dan salam bahagia tanpa batas untuk keluarga besar Gojek Indonesia yang baik baik hatinya.;5;POSITIF;1
Sejauh ini masih enak, cuma terkait account nomor gojek yang hilang ga bisa diperbarui.. udah mengajukan dari beberapa tahun masih belum ada kelanjutannya;5;POSITIF;1
Untuk drivernya baik pelayanannya hanya sedikit masukan untuk Gojek, kl bisa jenis sepeda motornya juga di sebutkan bukan hanya Plat Nomornya saja.... Tapi untuk semuanya sih Gojek top....;5;POSITIF;1
Pesan makanan melalui gofood sangat memuaskan. Tepat waktu dan kondisi makanan tetap fresh;5;POSITIF;1
Makin salut ajah sama gojek keren habis,drivernya ramah,amanah menjaga kualitas barang pokoknya keren habis 4 jempol buat gojek gua kasih????????.;5;POSITIF;1
Sejauh ini pelayanannya sangat memuaskan...baik sikap driver yang ramah dan juga pengantaran makanan yg cepat. Smga bisa meningkatkan lagi pelayanannya ya dan sukses terus utk gojek.;5;POSITIF;1
Kalau bisa ada paket buat pelajar biar lebih murah atau lebih banyak lagi promo'' nya buat anak pergi sekolah terima kasih;5;POSITIF;1
Mantaabb, Tingkatkan kwalitas dan layanannya.. Banyakin promonya supaya lebih murah tarifnya..;5;POSITIF;1
Ini kenapa ya , beberapa hari ini stiap jam di atas jam magrib gofood ku gak bisa di akses. Loading terus sampe malam.;5;POSITIF;1
Kok skrng kualitas Gojek sangat nurun sekarang..salah satu contoh apapun sudah lengkap soal alamat namun masih aja hasil selalu mengecewakan sampai akhirnya Krn ku sudah menunggu lama ya ku batalin dgn kepotong biaya pembatalan Krn ganti Abang gojek yg lain..pdhl jelas semua alamat dan map udah diberikan begitupun fhoto??;5;POSITIF;1
Sampai sekarang belum pernah ada kendala.pengiriman selalu cepat.dan sesuai dengan pesanan.dan juga amanah ????;5;POSITIF;1
Bagus kok lancar lancar aja dan kalo mau pesan dihalodoc (pas lagi eror) bisa langsung di gojek terimakasih terus kembangkan yg terbaik ya;5;POSITIF;1
Tepat waktu penjemputan, klu sampai tujuan itu tergantung jalan kadang ada macetnya... Yg penting drivernya baik dan sabar mengantar sampai tujuan ...;5;POSITIF;1
Bagus, bisa mesen makanan dan mau pulang gampang;5;POSITIF;1
Awal masuk mobil grooming nya ok,, sangat ramah, mengemudi sangat aman, ketika sampai mengingatkan hati2 kalau ada yg tertinggal;5;POSITIF;1
Memenuhi kebutuhan yg lebih luas dr sekedar transportasi. Syg, para driver belum mendapat reward peran yg lebih baik. Mudah2an bisa lbh meningkat, krn para drivee ini modal yg melimpah bagi Gojek. Sukses membangun Indonesia !;5;POSITIF;1
kenapa selalu minta aktifin lokasi perangkat sedangkan sudah diaktifkan , ga bisa pakai go food jadi nya;5;POSITIF;1
Apaan si gojek ini.. Di suruh buat lapaoran.. Trus da buat laporan tetap aj gk ad solusi.. Ya di bilang akunya terdpt aktivitas yg tidak wajar lah... Jd tidak dapat di tindak lajunti.. Parah bener ni aplikasi.. Baut costmer kecewa.. Pada hal da brpa lama sya pake ini aplikasi.. Bahkan mau menuju juragan.. Masak sama s sekali gk ad solusi buat ngmbalikan akun seperti smula.. Dan aktivitas yg tidak wajar itu ap jelaskn?? Jd biar jelas keslahn sya itu ap jd sya tau... BYE LAH JEK..;5;POSITIF;1
Aplikasinya terjangkau jadi kalau mau order makanan bisa langsung santai....????????;5;POSITIF;1
Semakin di update malah semakin lemot, hp ram 2 sudah berat buat jalanin aplikasu jd males menggunakannya.. Tlg di ganti aja aplikasinya;5;POSITIF;1
Bagus sekali lagi saya tekankan bahwa ia akan menjadi lebih mudah dan cepat untuk melakukan yang lebih baik dari pada yang telah di tutup dengan plastik dan klip video lyrics here as well saya akan ada lagi bentar ya gan di kirim via email andcom di dunia ini tidak ada yang;5;POSITIF;1
Mempermudah melakukan transaksi apa aja lancar cepat sangatembantu dan memuaskan.??;5;POSITIF;1
aplikasi lancar - lancar aja, fitur juga lengkap;5;POSITIF;1
Biasanya pke gocar selalu aman...cm yg terakhir KTM driver yg GK patuh pada rute yg sesuai aplikasi...jadinya panik dan takut bgttt....;5;POSITIF;1
Dari UI/UX enak banget, dan semoga makin banyak promonya;5;POSITIF;1
Saya sangat senang menggunakan gojeck selain harga sedikit lebih murah tp pengemudinya ramah2 dan sopan;5;POSITIF;1
Mantaff pokonya.. cm msh agak lemot. Trus kalo bs ukuran app nya dikecilin;5;POSITIF;1
Dari sekian kali mengunakan go car, selalu on time, cepat, nyaman, dan driver ramah;5;POSITIF;1
Senang pakai aplikasi ini mempermudah saat malas keluar dan banyak promo....;5;POSITIF;1
Pesen makan, ojeg mudah. Bisa cashbon juga. Biaya adm cashbon murah lagi. Mantap aplikasinya. ??????;5;POSITIF;1
Amat membantu tuk cari kebutuhan transportasi dan lain2..( pesan makan , jemput -antar barang ,dll);5;POSITIF;1
Hallo, aku sangat suka aplikasi ini. Ada permintaan, saya merasa lelah jika harus berurusan dengan para driver yang suka basa-basi. Mengatakan dan berbicara hal tidak penting (tidak berhubungan dengan perjalanan saya). Tolong dibenahi, ini menganggu. Jika bertemu driver demikian lagi, tidak berat bagi saya menghapus aplikasi ini, dan berhenti mempromosikannya secara percuma dikemudian hari. Terimakasih atas kerja kerasnya..;5;POSITIF;1
membantu semua org yg membutuhkan,tapi skrg klo order makanan susah dapat drivernya harus ditingkatkan lagi dong....;5;POSITIF;1
Sangat mudah dan cepat sampai tujuan dengan menggunakan transportasi gojek;5;POSITIF;1
Cukup bagus aplikasi ini. Tapi sedikit saran, kalau bisa gojek kerjasama dengan distributor oli BM1 baik itu oli motor dan mobil, juga oli gardan & cvt. Dari pengalaman, oli BM1 cukup tahan lama karena teknologi PC AFA (Polar Compound Anti Friction Additive atau Additiv Pelapis Anti Gesek). Increase power & Reduce fuel consumption, mampu bertahan 6 sampai 12 bulan lebih. Hal itu bisa membantu driver gojek yg tidak perlu lagi harus setiap bulan ganti oli. Bisa beli di kantor gojek.;5;POSITIF;1
Sdh update terbaru...tapi gak bisa download data transaksi;5;POSITIF;1
Bagus dan sangat membantu.. murah dan aman.. pesen apa aja dan mau kemana aja, sekarang gk bingung. .;5;POSITIF;1
Sejauh ini sangat membantu dalam segala kegiatan, tapi plaing benci kalau dapat driver banyak omong, ramah sih ramah , tapi jangan nanya nanya sampai ke privasi. jadi gedheg kan , muak juga.;5;POSITIF;1
Sy mau melakukan pembayaran pakai qr skrg waktunya cm 1 detik...jd tidak bs di scan oleh kasir hrs minta kode baru trs;5;POSITIF;1
Kenapa setiap kali sya mau pesen selalu ngk bisa, bilang nya area driver lagi sepi Padahal saya udh coba berhari hari Tetep aja gk bisa;5;POSITIF;1
untuk sampai saat ini puas dgn pelayanan nya dan banyak discount dan voucher;5;POSITIF;1
Sekedar saran, untk memperluas jangkauan di daerah luar kota palembang.. karena gojek merupakan alternatif solusi untk saya, mohon menambahkan jangkauan gojek kedaerah banyuasin khusunya kecamtan sembawa.. Karena daerah banyuasin hanya bisa di jangkau gojek sampai serong.. padahal dari serong ke sembawa itu tidak terlalu jauh.. jadi saya harap jangkauan aplikasi ini bisa sampai ke sembawa.. apalagi menu gofoodnya.. sangat bisa dijadikan alternatif solusi ketika sdng males untk masak??;5;POSITIF;1
bermaksud membangun...sambel kurang gurih, nasi masih kualitas biasa..mudah²an kedepannya bisa lebih baik...terima kasih atas pelayanan terbaiknya...;5;POSITIF;1
Nanti kalau masalah akun saya sudah selesai saya kasih 5 ,ntah kenapa saldo gak bisa di pakai untuk gofood Sip.makasih udah bisa sekarang;5;POSITIF;1
"saya kasian..liat driver yg ud niat on bid..seharian 16 jam nunggu order..cuma dapat 1/2/3/4.. kok gojek sering pilih"" driver ya..ada yg sangat"" bagus pendapatannya..kok g dipertimbangkan ya..mereka yg dapat order dikit sekali...kasian dong kluarga dirumah yg nunggu nafkah driver yg sepi...jgn seperti ya .. pahami driver nya...jangan seperti itu..itu pilih kasih lo namanya..tlong jgn seperti itu..kasian lo pak/bu. yg support dong sama driver yg sepi order..jam onbid juga dipertimbangkan ya...";5;POSITIF;1
Kenapa jika mau beli pulsa 3 gabisa yaa untuk wilayah balikpapan & gomart tidak tersedia di alfamidi??;5;POSITIF;1
Baru berapa detik selesai update eh dsuruh update lg? Yg bener dong. Kalau dah update langsung aja ke yg paling baru jgn bertahap2;5;POSITIF;1
Diskon gocar di tambah lagi dong Mohon untuk aplikasi penambahan biaya ya di kurangi terima kasih;5;POSITIF;1
Sebenarnya dari segi fitur sudah bagus, lengkap dan dpt driver yang oke oke tapi kaget aja tadi pesen di fast food kok biaya bungkus sama layanan sampe Rp. 8,500.- Bukannya di Balikpapan sudah dibiasakan bawa kantong belanja sendiri ya... Kalo kantong plastik bisa dipake buat buang sampah, kalo kantong spunbound gitu sayang kebanyakan buat apa. Saran aja, mgkn utk kemasan spunbound ini ada opsi terima ato tolak gitu yess;5;POSITIF;1
